pl_name,pl_hab,pl_orbper,pl_rade,pl_masse,pl_eqt,st_teff,sy_dist
Kepler-1903 b,0,17.0675877,1.78,,775,6363,1775.44
Kepler-1904 b,0,4.57699384,1.37,,567,3805,270.854
Kepler-1905 b,0,3.42390809,1.25,,1212,5788,1051.53
Kepler-1906 b,0,7.36272058,1.87,,901,5868,1360.63
Kepler-1907 b,0,5.65243986,0.88,,856,5159,292.111
Kepler-1907 c,0,14.86386959,9.05,,621,5159,292.111
Kepler-1909 b,0,2.39162484,0.96,,1030,4935,763.662
Kepler-191 b,0,9.93967857,1.34,,701,5275,594.464
Kepler-191 c,0,17.73842886,2.47,,596,5105,594.464
Kepler-191 d,0,5.945041017,2.26,,832,5275,594.464
Kepler-1910 b,0,5.68882689,1,,645,4234,
Kepler-1911 b,0,5.99078221,1.03,,987,5721,269.912
Kepler-1912 b,0,6.05919881,1.21,,976,5734,297.017
Kepler-1913 b,0,14.1959621,1.66,,818,6214,876.3
Kepler-1914 b,0,30.8278245,2.42,,585,5982,1621.56
Kepler-1915 b,0,13.8354142,3.15,,809,6031,1514.66
Kepler-1916 b,0,31.2548347,2.43,,646,6215,2055.82
Kepler-1917 b,0,12.90237151,1.47,,680,5534,909.037
Kepler-1918 b,0,47.0563327,2.57,,497,5889,1030.11
Kepler-1919 b,0,37.8862977,2.09,,479,5513,1177.53
Kepler-192 b,0,9.92672514,2.2,,747,5543,651.674
Kepler-192 c,0,21.22347296,2.27,,580,5543,651.674
Kepler-192 d,0,6.47027706,1.15,,926,5475,651.674
Kepler-1920 b,0,30.25420641,2.81,,663,6299,885.913
Kepler-1921 b,0,20.0349456,2.3,,968,6120,928.989
Kepler-1921 c,0,3.15721824,1.44,,1792,6120,928.989
Kepler-1922 b,0,13.2226208,1.47,,740,5933,1344.29
Kepler-1923 b,0,52.607947,1.13,,437,5751,990.838
Kepler-1924 b,0,15.3317719,1.91,,821,5726,1910.77
Kepler-1925 b,0,46.7169344,1.63,,506,6003,1771.31
Kepler-1926 b,0,42.8774173,2.77,,451,5256,667.405
Kepler-1927 b,0,73.7506501,1.46,,449,6085,1091
Kepler-1928 b,0,19.57783,1.992,,,5720,326.362
Kepler-1929 b,0,59.3627199,6.06,,876,5897,508.201
Kepler-193 b,0,11.38839971,2.44,,917,6343,1009.1
Kepler-193 c,0,50.6984448,2.85,,558,6343,1009.1
Kepler-1930 b,0,13.0267964,2.08,,643,5083,275.694
Kepler-1931 b,0,38.5752965,1.96,,702,6478,620.091
Kepler-1932 b,0,0.524176094,1.42,,2045,5396,713.733
Kepler-1933 b,0,4.94328533,2.24,,1490,5759,328.007
Kepler-1934 b,0,1.419749146,0.84,,1760,6187,428.514
Kepler-1935 b,0,3.9513822,64.89,,1083,5570,904.702
Kepler-1936 b,0,126.557522,4.5,,524,6501,871.096
Kepler-1937 b,0,9.6886646,3.18,,1025,6450,905.069
Kepler-1938 b,0,13.06242496,1.43,,527,4522,421.152
Kepler-1939 b,0,2.790649339,0.92,,827,4358,189.833
Kepler-194 b,0,2.092269993,1.48,,1514,6085,1097.97
Kepler-194 c,0,17.30797625,2.6,,748,6085,1097.97
Kepler-194 d,0,52.8148051,3.33,,562,5565,1097.97
Kepler-1940 b,0,4.95062352,1.4,,892,5435,798.595
Kepler-1941 b,0,31.3351397,1.99,,670,6418,1494.39
Kepler-1942 b,0,4.62602867,1.65,,1012,5834,842.492
Kepler-1943 b,0,4.85026423,0.8,,1098,6032,1004.55
Kepler-1944 b,0,9.84262076,2.41,,801,5585,1076.48
Kepler-1945 b,0,6.08003714,1.07,,808,4991,
Kepler-1946 b,0,3.035208688,3163.54,,1143,5505,1002.12
Kepler-1947 b,0,6.96355103,1.44,,1297,6040,468.771
Kepler-1948 b,0,15.57131611,0.7,,391,3842,193.903
Kepler-1949 b,0,2.20829637,1.36,,1709,6028,2617.35
Kepler-195 b,0,8.30784498,2.22,,753,5324,652.051
Kepler-195 c,0,34.0963441,1.71,,469,5320,652.051
Kepler-1950 b,0,10.7769944,1.15,,752,5455,697.253
Kepler-1951 b,0,20.6577602,0.88,,624,5497,1277.32
Kepler-1952 b,0,27.2111385,1.29,,725,5973,852.062
Kepler-1953 b,0,6.24563503,1.11,,739,4859,605.631
Kepler-1954 b,0,5.88350251,1.27,,949,5840,1373.83
Kepler-1955 b,0,14.2652558,0.99,,833,5826,449.351
Kepler-1956 b,0,5.94373492,1.14,,674,4391,360.468
Kepler-1957 b,0,2.18659922,0.82,,1099,4904,460.899
Kepler-1958 b,0,9.32867332,1.65,,801,5733,1320.38
Kepler-1959 b,0,6.38671206,1.19,,811,5071,479.263
Kepler-196 b,0,20.73989406,2.11,,536,5132,451.312
Kepler-196 c,0,47.42766,4.28,,574,5313,451.312
Kepler-196 d,0,122.0799221,5.92,,419,5313,451.312
Kepler-1960 b,0,2.29792825,0.97,,1524,6363,1527.56
Kepler-1961 b,0,5.60473269,1.1,,861,5396,1042.45
Kepler-1962 b,0,7.99144696,1.53,,901,5700,866.826
Kepler-1963 b,0,1.96227924,0.83,,1448,5726,492.847
Kepler-1964 b,0,2.440839436,21.29,,986,4803,
Kepler-1965 b,0,41.8673672,1.06,,494,5864,521.791
Kepler-1966 b,0,8.61735417,0.8,,668,5013,484.601
Kepler-1967 b,0,7.28170196,1.85,,1087,4970,249.102
Kepler-1968 b,0,7.28122373,1.42,,743,5009,750.93
Kepler-1969 b,0,6.64752101,1.72,,999,6046,1204.54
Kepler-197 b,0,5.59931973,1.07,,1143,6004,330.575
Kepler-197 c,0,10.34973276,1.44,,930,6003,330.575
Kepler-197 d,0,15.67756112,1.15,,811,6004,330.575
Kepler-197 e,0,25.2099845,0.89,,693,6004,330.575
Kepler-1972 b,0,7.54425,0.802,2.02,,5818,287.339
Kepler-1972 c,0,11.3295,0.868,2.11,,5818,287.339
Kepler-1976 b,0,4.959319451,11.88,,1128,6117,1314.51
Kepler-1977 b,0,4.53700111,1.57,,811,4812,592.711
Kepler-1978 b,0,10.84969477,2.67,,676,5251,865.512
Kepler-1979 b,0,18.5084405,5.28,,683,5942,1076.27
Kepler-198 b,0,17.79002419,2.62,,646,5733,495.358
Kepler-198 c,0,49.5675359,2.44,,459,5733,495.358
Kepler-198 d,0,1.31184443,1.38,,1539,5733,495.358
Kepler-1980 b,0,33.0256807,1.96,,533,5853,1709.4
Kepler-1981 b,0,453.543999,3.71,,270,6109,659.395
Kepler-1982 b,0,3.82316376,1.04,,1554,6597,558.855
Kepler-1983 b,0,7.32849062,88.52,,797,5120,424.428
Kepler-1984 b,0,1.992812282,0.69,,661,3608,
Kepler-1985 b,0,3.42063861,1.81,,1107,5485,
Kepler-1986 b,0,19.5489365,1.69,,578,5548,912.085
Kepler-1987 b,0,2.345863002,1.23,,997,4769,595.683
Kepler-1987 c,0,3.64829642,1.47,,866,4750,595.683
Kepler-1987 d,0,5.644915227,2.95,,749,4750,595.683
Kepler-1987 e,0,8.74287133,1.99,,647,4750,595.683
Kepler-1988 b,0,11.49499722,2.59,,1394,6036,513.426
Kepler-1989 b,0,10.16102353,4.62,,904,6032,1252.13
Kepler-199 b,0,23.64219092,3.87,,702,5989,521.054
Kepler-199 c,0,67.0932997,4.06,,496,5989,521.054
Kepler-1990 b,0,1.735136026,3.76,,1664,5731,392.739
Kepler-1990 c,0,4.06844201,1.1,,1252,5731,392.739
Kepler-1991 b,0,13.26079792,1.47,,760,5478,855.82
Kepler-1991 c,0,22.79021423,2.18,,584,5632,855.82
Kepler-1992 b,0,15.611223,0.91,,693,5466,532.955
Kepler-1993 b,0,26.6565737,4.15,,903,5159,1031.91
Kepler-1994 b,0,4.61225043,0.51,,1032,5495,241.991
Kepler-1995 b,0,73.7578875,4.28,,375,5029,595.331
Kepler-1996 b,0,32.3763405,1.69,,380,4528,440.561
Kepler-1996 c,0,92.7296775,2.15,,267,4528,440.561
Kepler-1997 b,0,26.7575859,2.51,,654,6197,1502.34
Kepler-1998 b,0,3.03266154,0.61,,1197,5725,340.965
Kepler-1999 b,0,8.7393272,4282.98,,576,4403,701.255
Kepler-20 b,0,3.6961219,1.91,8.7,1014,5455,282.563
Kepler-20 c,0,10.854092,3.07,16.1,713,5455,282.563
Kepler-20 d,0,77.61130017,2.744,10.07,401,5495,282.563
Kepler-20 e,0,6.0984882,0.821,0.76,1004,5495,282.563
Kepler-20 f,0,19.578328,0.952,1.4,681,5495,282.563
Kepler-20 g,0,34.94,,,524,5495,282.563
Kepler-200 b,0,8.59479202,2.92,,1046,6053,665.912
Kepler-200 c,0,10.22215697,1.72,,806,5675,665.912
Kepler-2000 b,0,6.383163462,2.59,,523,3769,320.588
Kepler-2000 c,0,20.6181066,1.4,,354,3769,320.588
Kepler-2001 b,0,1.090011003,1.04,,1402,5081,776.55
Kepler-2001 c,0,14.0926796,1.82,,604,5093,776.55
Kepler-201 b,0,25.67212848,2.73,,718,6131,636.445
Kepler-201 c,0,151.8861943,2.31,,397,6131,636.445
Kepler-202 b,0,4.069425638,1.53,,802,4671,285.111
Kepler-202 c,0,16.28247625,1.88,,505,4671,285.111
Kepler-203 b,0,3.162691238,2.29,,1234,5949,703.302
Kepler-203 c,0,5.370645868,2.14,,1034,5949,703.302
Kepler-203 d,0,11.32977062,1.37,,855,5821,703.302
Kepler-204 b,0,14.40090414,2.71,,828,5815,686.723
Kepler-204 c,0,25.661658,1.36,,665,6095,686.723
Kepler-205 b,0,2.755637103,1.17,,669,3834,159.72
Kepler-205 c,0,20.30655662,1.29,,343,3834,159.72
Kepler-206 b,0,7.78200916,1.11,,946,5762,594.447
Kepler-206 c,0,13.13745719,1.57,,795,5762,594.447
Kepler-206 d,0,23.4432353,0.95,,655,5762,594.447
Kepler-207 b,0,1.611887177,1.09,,1712,6110,875.519
Kepler-207 c,0,3.071545396,1.06,,1380,6110,875.519
Kepler-207 d,0,5.868068017,2.31,,1112,6110,875.519
Kepler-208 b,0,4.22864988,1.68,,1371,6220,775.328
Kepler-208 c,0,7.46662068,1.65,,1141,5966,775.328
Kepler-208 d,0,11.1317901,1.47,,999,5966,775.328
Kepler-208 e,0,16.25945734,1.52,,875,6220,775.328
Kepler-209 b,0,16.08786478,2.6,,719,5514,576.946
Kepler-209 c,0,41.74949827,3.4,,523,5514,576.946
Kepler-21 b,0,2.78578,1.639,5.08,2025,6305,108.522
Kepler-210 b,0,2.453235899,2.23,,736,3914,232.75
Kepler-210 c,0,7.9725132,3.39,,495,3914,232.75
Kepler-211 b,0,4.138536769,2.49,,1301,5244,309.353
Kepler-211 c,0,6.0404622,1.3,,841,5297,309.353
Kepler-212 b,0,16.2583586,0.87,,769,5914,687.194
Kepler-212 c,0,31.80475991,2.99,,664,5867,687.194
Kepler-213 b,0,2.462342175,1.21,,1290,5822,634.939
Kepler-213 c,0,4.82297735,1.68,,1030,5822,634.939
Kepler-214 b,0,15.66057659,1.92,,785,6332,1208.44
Kepler-214 c,0,28.7796446,1.95,,619,6000,1208.44
Kepler-215 b,0,9.36059705,1.42,,784,5677,485.997
Kepler-215 c,0,14.6671927,1.53,,768,5741,485.997
Kepler-215 d,0,30.86437869,2.45,,600,5741,485.997
Kepler-215 e,0,68.1613598,1.75,,460,5741,485.997
Kepler-216 b,0,7.69364042,1.91,,1003,6277,1187.47
Kepler-216 c,0,17.40665938,2.5,,764,6277,1187.47
Kepler-217 b,0,5.37493491,1.81,,1377,6765,1104.64
Kepler-217 c,0,8.58600968,1.84,,1208,6167,1104.64
Kepler-217 d,0,3.88689525,1.14,,1533,6765,1104.64
Kepler-218 b,0,3.619312195,1.72,,1161,5497,656.38
Kepler-218 c,0,44.699504,2.97,,502,5497,656.38
Kepler-218 d,0,124.5244647,2.78,,357,5497,656.38
Kepler-219 b,0,4.585466823,2.64,,1235,5778,787.07
Kepler-219 c,0,22.71444582,3.21,,725,5778,787.07
Kepler-219 d,0,47.9035211,2.56,,565,5778,787.07
Kepler-220 b,0,4.159817122,0.83,,805,4709,171.109
Kepler-220 c,0,9.034195469,1.63,,622,4709,171.109
Kepler-220 d,0,28.1224655,1.03,,426,4709,171.109
Kepler-220 e,0,45.9029768,1.18,,341,4499,171.109
Kepler-221 b,0,2.79590004,1.66,,1090,5244,385.231
Kepler-221 c,0,5.69059163,3.1,,860,5244,385.231
Kepler-221 d,0,10.04157214,2.97,,712,5244,385.231
Kepler-221 e,0,18.3697231,2.43,,577,5280,385.231
Kepler-222 b,0,3.936993706,3.19,,1004,5431,758.854
Kepler-222 c,0,10.08879697,4.81,,734,5431,758.854
Kepler-222 d,0,28.08194365,3.75,,522,5431,758.854
Kepler-223 b,0,7.38441403,1.8,,961,5825,1859.71
Kepler-223 c,0,9.8482024,2.79,,873,5825,1859.71
Kepler-223 d,0,14.78769446,3.77,,762,5825,1859.71
Kepler-223 e,0,19.7240891,31.46,,692,5825,1859.71
Kepler-224 b,0,3.132951625,1.5,,979,5195,782.088
Kepler-224 c,0,5.924991308,3.33,,791,5195,782.088
Kepler-224 d,0,11.34933733,2.56,,637,5195,782.088
Kepler-224 e,0,18.64349986,2.14,,517,5016,782.088
Kepler-225 b,0,6.73893995,1.36,,464,3682,561.101
Kepler-225 c,0,18.79418506,2.33,,412,4126,561.101
Kepler-226 b,0,3.94104632,1.59,,1017,5559,980.138
Kepler-226 c,0,5.34955671,2.7,,918,5559,980.138
Kepler-226 d,0,8.10904807,1.3,,800,5185,980.138
Kepler-227 b,0,9.48803146,3.1,,881,5850,1083.06
Kepler-227 c,0,54.418464,3.1,,492,5850,1083.06
Kepler-228 b,0,2.56658897,1.59,,1360,6046,1644.61
Kepler-228 c,0,4.13443512,2.77,,1160,6046,1644.61
Kepler-228 d,0,11.09432054,3.9,,835,6046,1644.61
Kepler-229 b,0,6.252964898,2.41,,782,5126,826.265
Kepler-229 c,0,16.06862959,5.27,,571,5126,826.265
Kepler-229 d,0,41.1970874,3.62,,417,5126,826.265
Kepler-23 b,0,7.1073,1.9,254.3,,5760,835.756
Kepler-23 c,0,10.7421,3.2,858.1,,5760,835.756
Kepler-23 d,0,15.27438229,2.28,,910,5828,835.756
Kepler-230 b,0,32.62882975,3791.05,,506,5588,740.754
Kepler-230 c,0,91.77221,2.13,,358,5588,740.754
Kepler-231 b,0,10.06525843,1.61,,426,3767,316.618
Kepler-231 c,0,19.26930046,1.69,,345,3767,316.618
Kepler-232 b,0,4.431238488,3.25,,1104,5714,1349.13
Kepler-232 c,0,11.37938071,3.74,,784,5841,1349.13
Kepler-233 b,0,8.47237844,2.71,,752,5354,856.417
Kepler-233 c,0,60.4186137,2.72,,390,5354,856.417
Kepler-234 b,0,2.711502579,3.62,,1405,6167,1733.1
Kepler-234 c,0,7.21204152,3.51,,1015,6167,1733.1
Kepler-235 b,0,3.3402178,2.169,,731,3996,428.018
Kepler-235 c,0,7.825046,1.201,,555,3996,428.018
Kepler-235 d,0,20.06039,2.024,,401,3996,428.018
Kepler-235 e,0,46.18406,2.007,,306,3996,428.018
Kepler-236 b,0,8.29559431,1.53,,462,3750,288.763
Kepler-236 c,0,23.9679932,1.85,,325,3750,288.763
Kepler-237 b,0,4.71510843,1.46,,823,4861,657.822
Kepler-237 c,0,8.10363271,2.11,,687,4861,657.822
Kepler-238 b,0,2.09081565,1.05,,1404,5858,1798.75
Kepler-238 c,0,6.15555756,1.88,,980,5858,1798.75
Kepler-238 d,0,13.23352214,3.06,,888,5739,1798.75
Kepler-238 e,0,23.65368621,5.71,,625,5858,1798.75
Kepler-238 f,0,50.4473156,2.15,,486,5858,1798.75
Kepler-239 b,0,11.76305946,2.36,,614,4980,648.109
Kepler-239 c,0,56.2279697,2.19,,365,4980,648.109
Kepler-24 b,0,8.1453,2.4,508.5,,5800,1156.81
Kepler-24 c,0,12.3335,2.8,508.5,,5800,1156.81
Kepler-24 d,0,4.24439049,2.07,,1305,5896,1156.81
Kepler-24 e,0,18.9985279,43.17,,792,5896,1156.81
Kepler-240 b,0,4.14451776,1.54,,884,4988,746.927
Kepler-240 c,0,7.95355717,2.3,,712,4988,746.927
Kepler-241 b,0,12.71810317,2.35,,562,4702,
Kepler-241 c,0,36.06587916,2.71,,397,4702,
Kepler-242 b,0,8.2039687,3.04,,742,5015,600.241
Kepler-242 c,0,14.49643531,2.82,,613,5015,600.241
Kepler-243 b,0,5.715425977,2.47,,850,5237,693.86
Kepler-243 c,0,20.026231,1.73,,554,5228,693.86
Kepler-244 b,0,4.311779906,2.87,,986,5565,1036.49
Kepler-244 c,0,9.76734365,2,,751,5565,1036.49
Kepler-244 d,0,20.05040157,2.78,,591,5565,1036.49
Kepler-245 b,0,7.49018305,2.56,,753,5103,861.527
Kepler-245 c,0,17.46085263,2.53,,619,5257,861.527
Kepler-245 d,0,36.2761238,3.03,,445,5103,861.527
Kepler-245 e,0,3.219821056,1.92,,1088,5257,861.527
Kepler-246 b,0,4.601811819,2.35,,896,4986,626.078
Kepler-246 c,0,11.18714042,1.56,,674,5202,626.078
Kepler-247 b,0,3.336125104,1.65,,975,5094,663.711
Kepler-247 c,0,9.439460801,4.34,,690,5094,663.711
Kepler-247 d,0,20.47735749,5,,533,5094,663.711
Kepler-248 b,0,6.308203234,3.16,,810,5130,738.792
Kepler-248 c,0,16.23946714,4.22,,591,5130,738.792
Kepler-249 b,0,3.306548978,1.09,,561,3568,190.401
Kepler-249 c,0,7.11373257,1.16,,429,3561,190.401
Kepler-249 d,0,15.36812973,1.33,,336,3568,190.401
Kepler-25 b,0,6.2385,2.71,9.6,,6270,243.249
Kepler-25 c,0,12.7204,5.2,24.6,,6270,243.249
Kepler-25 d,0,123,,89.9,,6270,243.249
Kepler-250 b,0,4.14808732,1.16,,928,5162,760.585
Kepler-250 c,0,7.15681773,2.41,,773,5162,760.585
Kepler-250 d,0,17.64830851,2.43,,579,5029,760.585
Kepler-251 b,0,4.79091735,1.8,,1151,5883,924.625
Kepler-251 c,0,16.5141282,3.59,,762,5883,924.625
Kepler-251 d,0,30.1329298,3.14,,536,5527,924.625
Kepler-251 e,0,99.6409653,3.89,,419,5883,924.625
Kepler-252 b,0,6.66833241,1.18,,587,4201,379.424
Kepler-252 c,0,10.84844792,2.38,,500,4208,379.424
Kepler-253 b,0,3.78403393,1.69,,959,5216,838.595
Kepler-253 c,0,10.28194593,2.53,,680,5196,838.595
Kepler-253 d,0,18.11989364,3.17,,569,5216,838.595
Kepler-254 b,0,5.826657508,4.09,,1013,5561,1389.48
Kepler-254 c,0,12.41217869,2.28,,764,5941,1389.48
Kepler-254 d,0,18.74653971,2.6,,666,5941,1389.48
Kepler-255 b,0,5.71462004,1.55,,923,5569,1052.53
Kepler-255 c,0,9.94603603,3.01,,768,5569,1052.53
Kepler-255 d,0,1.04562195,1.45,,1710,5344,1052.53
Kepler-256 b,0,1.620467654,1.57,,1681,5553,1026.43
Kepler-256 c,0,3.388011854,1.79,,1209,5936,1026.43
Kepler-256 d,0,5.83909761,2.06,,1097,5553,1026.43
Kepler-256 e,0,10.68167916,1.8,,825,5936,1026.43
Kepler-257 b,0,2.382652169,2.67,,1237,5188,780.256
Kepler-257 c,0,6.581477136,4.56,,881,5188,780.256
Kepler-257 d,0,24.66461416,5.34,,567,5188,780.256
Kepler-258 b,0,13.19720694,4.18,,642,4954,575.988
Kepler-258 c,0,33.6529701,3.72,,470,4954,575.988
Kepler-259 b,0,8.11528727,3.1,,879,5926,1002.14
Kepler-259 c,0,36.9250409,3.01,,530,5926,1002.14
Kepler-26 b,0,12.28,2.78,5.12,,3914,335.307
Kepler-26 c,0,17.2559,2.72,6.2,,3914,335.307
Kepler-26 d,0,3.54387093,0.98,,646,3887,335.307
Kepler-26 e,0,46.82767725,2.13,,276,3879,335.307
Kepler-260 b,0,8.18739443,1.92,,782,5251,627.365
Kepler-260 c,0,76.0498163,1.75,,372,5251,627.365
Kepler-261 b,0,10.38122447,2.18,,672,5095,317.499
Kepler-261 c,0,24.5709023,2.82,,505,5095,317.499
Kepler-262 b,0,13.06076688,1.49,,734,5830,613.129
Kepler-262 c,0,21.8536791,1.74,,618,5830,613.129
Kepler-263 b,0,16.56805949,2.81,,594,5265,754.747
Kepler-263 c,0,47.3330262,2.4,,418,5265,754.747
Kepler-264 b,0,40.8068494,4.86,,844,6231,942.173
Kepler-264 c,0,140.10394,4.16,,559,6231,942.173
Kepler-265 b,0,6.84619299,1.66,,1030,6299,1280.25
Kepler-265 c,0,17.02902786,2.54,,755,5839,1280.25
Kepler-265 d,0,43.1308082,2.2,,557,6299,1280.25
Kepler-265 e,0,67.8321638,2.39,,476,5839,1280.25
Kepler-266 b,0,6.61836309,2.98,,1066,5529,1370.79
Kepler-266 c,0,107.7215744,3.83,,390,5888,1370.79
Kepler-267 b,0,3.353730333,2.12,,619,3807,264.993
Kepler-267 c,0,6.877446033,2.05,,484,3789,264.993
Kepler-267 d,0,28.46462622,2.01,,303,3807,264.993
Kepler-268 b,0,25.9340674,2.35,,707,6322,851.87
Kepler-268 c,0,83.4463335,2.52,,479,6322,851.87
Kepler-269 b,0,5.32670215,2.45,,1007,5831,2257.32
Kepler-269 c,0,8.12810877,1.62,,875,5831,2257.32
Kepler-27 b,0,15.33525912,4.94,,630,5325,1044.36
Kepler-27 c,0,31.33050622,7.24,,496,5325,1044.36
Kepler-27 d,0,6.54626058,2.83,,836,5325,1044.36
Kepler-270 b,0,11.4761013,1.83,,1001,6432,948.781
Kepler-270 c,0,25.2630268,1.5,,769,6432,948.781
Kepler-271 b,0,10.43547805,1.32,,778,5516,404.542
Kepler-271 c,0,7.41086267,1.02,,872,5516,404.542
Kepler-271 d,0,5.24972541,0.71,,978,5516,404.542
Kepler-272 b,0,2.97136658,1.52,,1200,5334,889.608
Kepler-272 c,0,6.05730524,1.67,,881,5300,889.608
Kepler-272 d,0,10.93725572,2.41,,777,5334,889.608
Kepler-273 b,0,2.936526966,1.55,,1167,5627,713.964
Kepler-273 c,0,8.01494715,1.65,,835,5627,713.964
Kepler-274 b,0,11.634864,1.8,,842,6020,1333.62
Kepler-274 c,0,33.1981054,1.95,,594,6020,1333.62
Kepler-275 b,0,10.30065512,2.25,,1021,6535,2034.25
Kepler-275 c,0,16.08831829,3.32,,881,6535,2034.25
Kepler-275 d,0,35.6756963,3.08,,675,6535,2034.25
Kepler-276 b,0,14.12846178,2.64,,793,6102,1144.86
Kepler-276 c,0,31.8841569,3.15,,605,6102,1144.86
Kepler-276 d,0,48.6478543,4.14,,489,5779,1144.86
Kepler-277 b,0,17.32419108,3.14,,964,5968,976.643
Kepler-277 c,0,33.0063025,2.79,,745,5941,976.643
Kepler-278 b,0,30.1556,3.955,56,586,4965,443.03
Kepler-278 c,0,51.111,3.268,34.9,492,4965,443.03
Kepler-279 b,0,12.3097136,2.47,,941,6781,1037.4
Kepler-279 c,0,35.7355719,3.57,,660,6781,1037.4
Kepler-279 d,0,54.4205407,3.2,,574,6781,1037.4
Kepler-279 e,0,98.353149,4.13,,552,6366,1037.4
Kepler-28 b,0,5.912268297,1.92,,585,4072,438.359
Kepler-28 c,0,8.98581901,1.65,,509,4072,438.359
Kepler-280 b,0,2.139556503,1.42,,1314,5741,780.361
Kepler-280 c,0,4.807099588,1.84,,1004,5741,780.361
Kepler-281 b,0,14.64627064,2.33,,694,5717,1745.45
Kepler-281 c,0,36.33750453,5.3,,513,5717,1745.45
Kepler-281 d,0,148.272013,4.3,,321,5717,1745.45
Kepler-282 b,0,9.2207691,1.02,,817,5600,1337.61
Kepler-282 c,0,13.639525,1.22,,762,6102,1337.61
Kepler-282 d,0,24.80568031,2.3,,624,6102,1337.61
Kepler-282 e,0,44.3470995,2.59,,515,6102,1337.61
Kepler-283 b,0,11.00815926,3.25,,653,5189,468.094
Kepler-284 b,0,12.69902995,2.44,,701,5614,1031.95
Kepler-284 c,0,37.5142128,2.68,,478,5291,1031.95
Kepler-285 b,0,2.633852528,1.38,,1131,5114,824.31
Kepler-285 c,0,6.18666218,1.11,,847,5400,824.31
Kepler-286 b,0,1.796324389,1.37,,1476,5970,1226.85
Kepler-286 c,0,3.46808239,1.47,,1186,5970,1226.85
Kepler-286 d,0,5.91428767,1.48,,992,5970,1226.85
Kepler-286 e,0,29.2215101,1.79,,582,5970,1226.85
Kepler-287 b,0,20.34234237,2.4,,680,5800,835.86
Kepler-287 c,0,44.8521071,3.5,,522,5800,835.86
Kepler-288 b,0,6.09750607,1.64,,1068,5918,1194.15
Kepler-288 c,0,19.30577159,3.03,,728,5918,1194.15
Kepler-288 d,0,56.6388791,3.62,,508,5918,1194.15
Kepler-289 b,0,34.545,2.15,7.3,,5990,704.438
Kepler-289 c,0,125.8518,11.59,132,,5990,704.438
Kepler-289 d,0,66.0634,2.68,4,,5990,704.438
Kepler-289 e,0,330.071558,2.94,,286,5933,704.438
Kepler-29 b,0,10.33974,2.55,5,,5378,832.532
Kepler-29 c,0,13.28613,2.34,4.5,,5378,832.532
Kepler-290 b,0,14.58932429,2.32,,594,5142,694.627
Kepler-290 c,0,36.7704935,2.83,,437,5142,694.627
Kepler-290 d,0,0.764020072,0.89,,1596,5153,694.627
Kepler-291 b,0,3.54653414,2.17,,1212,5993,1786.48
Kepler-291 c,0,5.70070626,2.03,,1035,5993,1786.48
Kepler-292 b,0,2.58083264,1.31,,1130,5296,1056.48
Kepler-292 c,0,3.71545391,1.79,,1088,5513,1056.48
Kepler-292 d,0,7.0556671,2.57,,879,5513,1056.48
Kepler-292 e,0,11.97884409,2.11,,678,5296,1056.48
Kepler-292 f,0,20.8342947,2.94,,613,5513,1056.48
Kepler-293 b,0,19.25405306,3,,657,5798,974.633
Kepler-293 c,0,54.1561078,3.81,,466,5798,974.633
Kepler-294 b,0,3.70120482,1.79,,1162,5910,1357.01
Kepler-294 c,0,6.62643441,2.54,,895,5616,1357.01
Kepler-295 b,0,12.6450451,1.45,,741,5607,1699.19
Kepler-295 c,0,21.5262569,1.2,,620,5607,1699.19
Kepler-295 d,0,33.8845825,1.74,,533,5607,1699.19
Kepler-296 b,0,10.86443187,35.38,,358,3517,
Kepler-296 c,0,5.84164124,1.52,,440,3517,
Kepler-296 d,0,19.85028393,1.65,,293,3517,
Kepler-297 b,0,38.86840425,3.31,,579,6150,692.14
Kepler-297 c,0,74.92771752,7.54,,466,6150,692.14
Kepler-297 d,0,150.0190609,13.54,,369,6150,692.14
Kepler-298 b,0,10.47548192,2.21,,566,4549,518.204
Kepler-298 c,0,22.92884482,2.26,,436,4549,518.204
Kepler-298 d,0,77.4740724,2.89,,291,4549,518.204
Kepler-299 b,0,2.92721559,1.22,,1241,5896,1052.24
Kepler-299 c,0,6.88595559,1.98,,933,5896,1052.24
Kepler-299 d,0,15.0549356,1.6,,729,5616,1052.24
Kepler-299 e,0,38.2856338,1.71,,527,5896,1052.24
Kepler-30 b,0,29.33434,3.9,11.3,,5498,914.221
Kepler-30 c,0,60.323105,12.3,640,,5498,914.221
Kepler-30 d,0,143.34394,8.8,23.1,,5498,914.221
Kepler-300 b,0,10.44635944,2.18,,812,5968,1098.45
Kepler-300 c,0,40.7150498,2.2,,516,5968,1098.45
Kepler-301 b,0,2.508553286,1.28,,1278,5814,719.166
Kepler-301 c,0,5.41907559,1.39,,989,5814,719.166
Kepler-301 d,0,13.75134642,1.96,,725,5814,719.166
Kepler-302 b,0,30.1837021,3.65,,634,5733,1402.58
Kepler-302 c,0,127.2824031,9.32,,352,5938,1402.58
Kepler-303 b,0,1.937029,0.99,,790,3944,209.738
Kepler-303 c,0,7.06117359,1.15,,516,3944,209.738
Kepler-304 b,0,3.295703644,3.8,,1014,4910,434.684
Kepler-304 c,0,5.315953474,2.8,,864,4910,434.684
Kepler-304 d,0,9.6534764,3.25,,709,4910,434.684
Kepler-304 e,0,1.499146953,1.43,,1318,4910,434.684
